Id,FloorId,X,Y,CreationTime
813,1012,,3886,,2501,2013-11-19 19:02:13.667000000
814,1012,,3868,,2717,2013-11-19 19:02:13.667000000
815,1012,,3850,,2950,2013-11-19 19:02:13.667000000
816,1012,,3838,,3221,2013-11-19 19:02:13.667000000
817,1012,,3862,,3403,2013-11-19 19:02:13.667000000
818,1012,,4032,,4124,2013-11-19 19:02:13.667000000
819,1012,,4199,,4124,2013-11-19 19:02:13.667000000
820,1012,,4413,,4117,2013-11-19 19:02:13.683000000
821,1012,,4637,,4113,2013-11-19 19:02:13.683000000
822,1012,,4832,,4133,2013-11-19 19:02:13.683000000
823,1012,,4946,,4121,2013-11-19 19:02:13.683000000
824,1012,,3957,,3940,2013-11-19 19:02:13.683000000
825,1012,,4199,,3913,2013-11-19 19:02:13.683000000
826,1012,,4420,,3911,2013-11-19 19:02:13.683000000
827,1012,,4608,,3918,2013-11-19 19:02:13.700000000
828,1012,,4793,,3907,2013-11-19 19:02:13.700000000
829,1012,,4933,,3903,2013-11-19 19:02:13.700000000
830,1012,,4975,,4608,2013-11-19 19:02:13.700000000
831,1012,,5124,,4733,2013-11-19 19:02:13.700000000
832,1012,,5124,,4930,2013-11-19 19:02:13.700000000
833,1012,,4991,,4912,2013-11-19 19:02:13.713000000
834,1012,,4979,,4742,2013-11-19 19:02:13.713000000
835,1012,,4802,,4599,2013-11-19 19:02:13.713000000
836,1012,,4994,,5077,2013-11-19 19:02:13.713000000
837,1012,,5118,,5104,2013-11-19 19:02:13.713000000
838,1012,,4988,,5528,2013-11-19 19:02:13.713000000
839,1012,,5108,,5515,2013-11-19 19:02:13.730000000
840,1012,,4981,,5691,2013-11-19 19:02:13.730000000
841,1012,,4819,,5684,2013-11-19 19:02:13.730000000
842,1012,,4986,,5986,2013-11-19 19:02:13.730000000
843,1012,,5145,,5993,2013-11-19 19:02:13.730000000
844,1012,,4988,,6406,2013-11-19 19:02:13.730000000
845,1012,,5129,,6395,2013-11-19 19:02:13.747000000
846,1012,,4981,,6623,2013-11-19 19:02:13.747000000
847,1012,,4801,,6597,2013-11-19 19:02:13.747000000
848,1012,,4985,,6890,2013-11-19 19:02:13.747000000
849,1012,,5135,,6867,2013-11-19 19:02:13.747000000
850,1012,,3694,,4742,2013-11-19 19:02:13.760000000
851,1012,,3698,,4930,2013-11-19 19:02:13.760000000
852,1012,,3835,,4927,2013-11-19 19:02:13.760000000
853,1012,,3848,,4748,2013-11-19 19:02:13.760000000
854,1012,,3487,,4919,2013-11-19 19:02:13.777000000
855,1012,,3825,,5078,2013-11-19 19:02:13.777000000
856,1012,,3698,,5069,2013-11-19 19:02:13.777000000
857,1012,,3689,,5537,2013-11-19 19:02:13.777000000
858,1012,,3846,,5532,2013-11-19 19:02:13.793000000
859,1012,,3839,,5977,2013-11-19 19:02:13.793000000
860,1012,,3691,,5962,2013-11-19 19:02:13.793000000
861,1012,,3694,,5705,2013-11-19 19:02:13.793000000
862,1012,,3539,,5679,2013-11-19 19:02:13.793000000
863,1012,,3694,,6136,2013-11-19 19:02:13.807000000
864,1012,,3539,,6142,2013-11-19 19:02:13.807000000
865,1012,,3698,,6442,2013-11-19 19:02:13.807000000
866,1012,,3848,,6421,2013-11-19 19:02:13.807000000
867,1012,,3837,,6881,2013-11-19 19:02:13.823000000
868,1012,,3704,,6887,2013-11-19 19:02:13.823000000
869,1012,,1899,,4394,2013-11-19 19:02:13.823000000
870,1012,,1891,,4774,2013-11-19 19:02:13.840000000
871,1012,,1928,,5304,2013-11-19 19:02:13.840000000
872,1012,,2128,,5263,2013-11-19 19:02:13.840000000
873,1012,,2266,,5230,2013-11-19 19:02:13.840000000
874,1012,,2241,,5009,2013-11-19 19:02:13.857000000
875,1012,,2109,,5018,2013-11-19 19:02:13.857000000
876,1012,,2251,,4567,2013-11-19 19:02:13.857000000
877,1012,,2097,,4567,2013-11-19 19:02:13.857000000
878,1012,,2093,,5932,2013-11-19 19:02:13.870000000
879,1012,,1868,,6171,2013-11-19 19:02:13.870000000
880,1012,,2243,,5855,2013-11-19 19:02:13.870000000
881,1012,,2341,,5764,2013-11-19 19:02:13.870000000
882,1012,,2297,,5584,2013-11-19 19:02:13.887000000
883,1012,,2178,,5599,2013-11-19 19:02:13.887000000
884,1012,,2297,,6486,2013-11-19 19:02:13.887000000
885,1012,,2528,,6907,2013-11-19 19:02:13.903000000
886,1012,,2691,,7063,2013-11-19 19:02:13.903000000
887,1012,,2522,,7137,2013-11-19 19:02:13.903000000
888,1012,,2549,,7273,2013-11-19 19:02:13.903000000
889,1012,,2916,,7393,2013-11-19 19:02:13.963000000
890,1012,,2832,,7590,2013-11-19 19:02:13.963000000
891,1012,,3270,,7706,2013-11-19 19:02:14.010000000
892,1012,,3180,,7945,2013-11-19 19:02:14.010000000
893,1012,,3770,,7989,2013-11-19 19:02:14.010000000
894,1012,,3739,,8212,2013-11-19 19:02:14.010000000
895,1012,,3699,,7461,2013-11-19 19:02:14.027000000
896,1012,,4041,,8062,2013-11-19 19:02:14.027000000
897,1012,,4014,,8316,2013-11-19 19:02:14.027000000
898,1012,,4416,,8139,2013-11-19 19:02:14.043000000
899,1012,,4474,,8319,2013-11-19 19:02:14.057000000
900,1012,,4372,,8469,2013-11-19 19:02:14.073000000
901,1012,,4974,,8239,2013-11-19 19:02:14.073000000
902,1012,,4999,,8395,2013-11-19 19:02:14.073000000
903,1012,,4993,,7631,2013-11-19 19:02:14.090000000
904,1012,,5620,,8375,2013-11-19 19:02:14.090000000
905,1012,,5741,,8549,2013-11-19 19:02:14.090000000
906,1012,,6268,,8527,2013-11-19 19:02:14.103000000
907,1012,,6474,,8689,2013-11-19 19:02:14.103000000
908,1012,,6274,,7713,2013-11-19 19:02:14.103000000
909,1012,,6281,,6900,2013-11-19 19:02:14.103000000
910,1012,,6416,,6891,2013-11-19 19:02:14.120000000
911,1012,,6260,,6579,2013-11-19 19:02:14.120000000
912,1012,,6426,,6555,2013-11-19 19:02:14.120000000
913,1012,,6047,,6534,2013-11-19 19:02:14.137000000
914,1012,,6391,,6207,2013-11-19 19:02:14.137000000
915,1012,,6401,,5966,2013-11-19 19:02:14.137000000
916,1012,,6385,,5668,2013-11-19 19:02:14.150000000
917,1012,,6266,,6196,2013-11-19 19:02:14.150000000
918,1012,,6285,,5963,2013-11-19 19:02:14.150000000
919,1012,,6274,,5668,2013-11-19 19:02:14.167000000
920,1012,,6274,,5379,2013-11-19 19:02:14.167000000
921,1012,,6112,,5388,2013-11-19 19:02:14.167000000
922,1012,,6399,,5379,2013-11-19 19:02:14.183000000
923,1012,,6270,,5079,2013-11-19 19:02:14.183000000
924,1012,,6387,,5073,2013-11-19 19:02:14.183000000
925,1012,,6389,,4923,2013-11-19 19:02:14.213000000
926,1012,,6389,,4737,2013-11-19 19:02:14.213000000
927,1012,,6272,,4731,2013-11-19 19:02:14.230000000
928,1012,,6270,,4911,2013-11-19 19:02:14.230000000
929,1012,,6264,,4130,2013-11-19 19:02:14.230000000
930,1012,,6239,,3938,2013-11-19 19:02:14.247000000
931,1012,,6099,,4100,2013-11-19 19:02:14.247000000
932,1012,,5891,,4109,2013-11-19 19:02:14.260000000
933,1012,,5658,,4109,2013-11-19 19:02:14.260000000
934,1012,,5226,,4112,2013-11-19 19:02:14.260000000
935,1012,,5881,,3891,2013-11-19 19:02:14.277000000
936,1012,,6089,,3891,2013-11-19 19:02:14.277000000
937,1012,,6426,,3921,2013-11-19 19:02:14.277000000
938,1012,,6631,,3915,2013-11-19 19:02:14.293000000
939,1012,,6433,,4130,2013-11-19 19:02:14.293000000
940,1012,,6649,,4124,2013-11-19 19:02:14.293000000
941,1012,,6812,,4130,2013-11-19 19:02:14.307000000
942,1012,,6806,,3924,2013-11-19 19:02:14.307000000
943,1012,,7103,,4118,2013-11-19 19:02:14.307000000
944,1012,,7099,,3876,2013-11-19 19:02:14.323000000
945,1012,,7418,,4127,2013-11-19 19:02:14.323000000
946,1012,,7560,,4127,2013-11-19 19:02:14.337000000
947,1012,,7547,,4749,2013-11-19 19:02:14.337000000
948,1012,,7547,,4908,2013-11-19 19:02:14.337000000
949,1012,,7360,,4908,2013-11-19 19:02:14.353000000
950,1012,,7728,,4926,2013-11-19 19:02:14.353000000
951,1012,,7710,,4760,2013-11-19 19:02:14.370000000
952,1012,,7551,,5082,2013-11-19 19:02:14.370000000
953,1012,,7706,,5085,2013-11-19 19:02:14.370000000
954,1012,,7549,,5403,2013-11-19 19:02:14.387000000
955,1012,,7543,,5692,2013-11-19 19:02:14.387000000
956,1012,,7545,,5848,2013-11-19 19:02:14.387000000
957,1012,,7689,,5827,2013-11-19 19:02:14.400000000
958,1012,,7683,,5388,2013-11-19 19:02:14.400000000
959,1012,,7353,,5659,2013-11-19 19:02:14.417000000
960,1012,,7837,,4130,2013-11-19 19:02:14.417000000
961,1012,,7828,,3912,2013-11-19 19:02:14.433000000
962,1012,,8035,,4133,2013-11-19 19:02:14.433000000
963,1012,,8041,,3862,2013-11-19 19:02:14.433000000
964,1012,,3695,,1899,2013-11-19 19:02:14.447000000
965,1012,,3699,,1339,2013-11-19 19:02:14.447000000
966,1012,,3787,,1263,2013-11-19 19:02:14.463000000
967,1012,,3689,,1059,2013-11-19 19:02:14.463000000
968,1012,,3493,,1224,2013-11-19 19:02:14.463000000
969,1012,,3581,,1422,2013-11-19 19:02:14.480000000
970,1012,,3220,,1716,2013-11-19 19:02:14.480000000
971,1012,,3114,,1492,2013-11-19 19:02:14.493000000
972,1012,,2920,,2014,2013-11-19 19:02:14.493000000
973,1012,,2789,,1793,2013-11-19 19:02:14.510000000
974,1012,,2495,,2583,2013-11-19 19:02:14.510000000
975,1012,,2447,,2394,2013-11-19 19:02:14.510000000
976,1012,,2326,,2583,2013-11-19 19:02:14.527000000
977,1012,,2216,,3258,2013-11-19 19:02:14.527000000
978,1012,,2349,,3302,2013-11-19 19:02:14.540000000
979,1012,,2316,,3652,2013-11-19 19:02:14.540000000
980,1012,,2049,,3779,2013-11-19 19:02:14.557000000
981,1012,,1989,,3373,2013-11-19 19:02:14.557000000
982,1011,,7941,,3656,2013-11-19 19:11:42.767000000
983,1011,,7208,,3662,2013-11-19 19:11:43.233000000
984,1011,,6091,,3662,2013-11-19 19:11:43.250000000
985,1011,,6796,,4027,2013-11-19 19:11:43.250000000
986,1011,,7697,,4016,2013-11-19 19:11:43.250000000
987,1011,,8454,,4016,2013-11-19 19:11:43.250000000
988,1011,,6796,,4813,2013-11-19 19:11:43.250000000
989,1011,,6431,,4753,2013-11-19 19:11:43.250000000
990,1011,,6815,,5865,2013-11-19 19:11:43.250000000
991,1011,,6379,,5816,2013-11-19 19:11:43.267000000
992,1011,,6987,,5025,2013-11-19 19:11:43.267000000
993,1011,,7011,,5353,2013-11-19 19:11:43.267000000
994,1011,,6983,,5631,2013-11-19 19:11:43.267000000
995,1011,,6977,,5969,2013-11-19 19:11:43.280000000
996,1011,,7021,,6235,2013-11-19 19:11:43.280000000
997,1011,,7026,,6585,2013-11-19 19:11:43.280000000
998,1011,,7011,,6869,2013-11-19 19:11:43.280000000
999,1011,,6446,,6673,2013-11-19 19:11:43.280000000
1000,1011,,6805,,6629,2013-11-19 19:11:43.280000000
1001,1011,,7026,,4011,2013-11-19 19:11:43.280000000
1002,1011,,5799,,4016,2013-11-19 19:11:43.280000000
1003,1011,,8832,,3858,2013-11-19 19:11:43.280000000
1004,1011,,8823,,4027,2013-11-19 19:11:43.280000000
1005,1011,,8454,,4507,2013-11-19 19:11:43.297000000
1006,1011,,8444,,5342,2013-11-19 19:11:43.297000000
1007,1011,,8459,,5009,2013-11-19 19:11:43.297000000
1008,1011,,8449,,5631,2013-11-19 19:11:43.297000000
1009,1011,,8454,,5887,2013-11-19 19:11:43.297000000
1010,1011,,8708,,5882,2013-11-19 19:11:43.297000000
1011,1011,,8669,,5653,2013-11-19 19:11:43.297000000
1012,1011,,8713,,5298,2013-11-19 19:11:43.313000000
1013,1011,,8660,,5047,2013-11-19 19:11:43.313000000
1014,1011,,8444,,4492,2013-11-19 19:11:43.313000000
1015,1011,,8040,,5197,2013-11-19 19:11:43.313000000
1016,1011,,5351,,3704,2013-11-19 19:11:43.327000000
1017,1011,,5335,,4038,2013-11-19 19:11:43.343000000
1018,1011,,4916,,4008,2013-11-19 19:11:43.343000000
1019,1011,,4438,,4001,2013-11-19 19:11:43.343000000
1020,1011,,3991,,4001,2013-11-19 19:11:43.343000000
1021,1011,,4035,,3652,2013-11-19 19:11:43.343000000
1022,1011,,4535,,3712,2013-11-19 19:11:43.343000000
1023,1011,,5127,,4792,2013-11-19 19:11:43.357000000
1024,1011,,5127,,4186,2013-11-19 19:11:43.357000000
1025,1011,,4789,,4789,2013-11-19 19:11:43.357000000
1026,1011,,5137,,5373,2013-11-19 19:11:43.357000000
1027,1011,,4776,,5359,2013-11-19 19:11:43.357000000
1028,1011,,5328,,5040,2013-11-19 19:11:43.357000000
1029,1011,,5345,,5359,2013-11-19 19:11:43.373000000
1030,1011,,5348,,5865,2013-11-19 19:11:43.373000000
1031,1011,,5124,,5947,2013-11-19 19:11:43.373000000
1032,1011,,5140,,5344,2013-11-19 19:11:43.373000000
1033,1011,,5143,,6624,2013-11-19 19:11:43.373000000
1034,1011,,5140,,6346,2013-11-19 19:11:43.373000000
1035,1011,,5361,,6343,2013-11-19 19:11:43.390000000
1036,1011,,5338,,6853,2013-11-19 19:11:43.390000000
1037,1011,,5137,,6894,2013-11-19 19:11:43.390000000
1038,1011,,4727,,6523,2013-11-19 19:11:43.390000000
1039,1011,,3479,,4041,2013-11-19 19:11:43.390000000
1040,1011,,3465,,4549,2013-11-19 19:11:43.407000000
1041,1011,,3092,,4466,2013-11-19 19:11:43.407000000
1042,1011,,3464,,5166,2013-11-19 19:11:43.407000000
1043,1011,,3100,,5158,2013-11-19 19:11:43.407000000
1044,1011,,3670,,5055,2013-11-19 19:11:43.407000000
1045,1011,,3690,,5409,2013-11-19 19:11:43.420000000
1046,1011,,3479,,5948,2013-11-19 19:11:43.420000000
1047,1011,,3726,,5925,2013-11-19 19:11:43.420000000
1048,1011,,3196,,5902,2013-11-19 19:11:43.420000000
1049,1011,,3698,,6391,2013-11-19 19:11:43.420000000
1050,1011,,3459,,6423,2013-11-19 19:11:43.437000000
1051,1011,,3165,,6486,2013-11-19 19:11:43.437000000
1052,1011,,3757,,6775,2013-11-19 19:11:43.437000000
1053,1011,,3479,,6871,2013-11-19 19:11:43.437000000
1054,1011,,4882,,3665,2013-11-19 19:11:43.453000000
1055,1011,,3696,,2344,2013-11-19 19:11:43.453000000
1056,1011,,3279,,2335,2013-11-19 19:11:43.453000000
1057,1011,,3237,,2608,2013-11-19 19:11:43.453000000
1058,1011,,3700,,2622,2013-11-19 19:11:43.453000000
1059,1011,,3650,,2819,2013-11-19 19:11:43.467000000
1060,1011,,3683,,3087,2013-11-19 19:11:43.467000000
1061,1011,,3650,,3303,2013-11-19 19:11:43.467000000
1062,1011,,3650,,3528,2013-11-19 19:11:43.467000000
1063,1011,,3654,,3648,2013-11-19 19:11:43.483000000
1064,1011,,3662,,3806,2013-11-19 19:11:43.483000000
1065,1011,,3249,,2833,2013-11-19 19:11:43.483000000
1066,1011,,3490,,2344,2013-11-19 19:11:43.483000000
1067,1011,,3468,,2579,2013-11-19 19:11:43.500000000
1068,1011,,3481,,2871,2013-11-19 19:11:43.500000000
1069,1011,,3464,,3068,2013-11-19 19:11:43.500000000
1070,1011,,3456,,3269,2013-11-19 19:11:43.513000000
1071,1011,,3452,,3499,2013-11-19 19:11:43.513000000
1072,1011,,1572,,3966,2013-11-19 19:11:43.513000000
1073,1011,,1812,,3195,2013-11-19 19:11:43.513000000
1074,1011,,1929,,3269,2013-11-19 19:11:43.530000000
1075,1011,,1688,,3144,2013-11-19 19:11:43.530000000
1076,1011,,1059,,3891,2013-11-19 19:11:43.530000000
1077,1011,,1180,,3267,2013-11-19 19:11:43.530000000
1078,1011,,1079,,4918,2013-11-19 19:11:43.547000000
